,Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Fuel Type_D,Fuel Type_E,Fuel Type_N,Fuel Type_X,Fuel Type_Z
3036,1.8593525202392263,1.2897915940941798,1.0120416504761913,-1.022951081998274,0,0,0,1,0
3680,-0.851086201165638,-0.8769341163215539,-0.6169317563680992,0.49539168087320795,0,0,0,1,0
845,-0.9975964023226577,-0.8769341163215539,-1.431418459790244,2.01373444374469,0,0,0,1,0
542,-0.11853519538053964,0.20642873888631294,0.4351135688855054,-0.6088576012151425,0,0,0,0,1
91,0.9070362127185984,1.2897915940941798,0.4011766229095822,-0.6088576012151425,0,0,0,0,1
5336,-0.26504539653755943,-0.8769341163215539,-0.14181451270518106,-0.056732960170967274,1,0,0,0,0
4497,1.5663321179251866,1.2897915940941798,1.3174741642594958,-1.1609822422593177,0,0,0,1,0
1979,-0.5580657988515988,-0.8769341163215539,0.8084199746206552,-0.8849199217372301,0,1,0,0,0
3244,-0.11853519538053964,0.20642873888631294,0.26542883900589187,-0.4708264409540987,0,0,0,0,1
3573,0.32099540809051946,0.20642873888631294,0.29936578498181443,-0.4708264409540987,0,0,0,1,0
3150,-0.4848106982730888,-0.8769341163215539,0.0957441091262783,-0.3327952806930549,0,0,0,1,0
4852,0.4675056092475389,1.2897915940941798,1.4532219481631867,-1.2990134025203615,0,0,0,0,1
5272,0.9070362127185984,1.2897915940941798,0.9441677585243461,-1.022951081998274,0,0,0,0,1
5389,-0.11853519538053964,0.20642873888631294,-0.4133100805125624,0.21932936035112033,1,0,0,0,0
2964,-1.1441066034796774,-0.8769341163215539,-1.6011031896698575,2.427827924527821,1,0,0,0,0
2529,-0.851086201165638,-0.8769341163215539,-0.6169317563680992,0.49539168087320795,0,0,0,0,1
3710,-0.4848106982730888,-0.3352526887176205,-0.17575145868110364,-0.056732960170967274,0,0,0,0,1
1676,0.24774030751200957,0.20642873888631294,-0.4811839724644082,0.21932936035112033,0,0,0,1,0
1048,-0.11853519538053964,0.20642873888631294,-0.20968840465702623,-0.056732960170967274,0,0,0,0,1
2949,-0.26504539653755943,-0.8769341163215539,-0.5151209184403308,0.35736052061216417,1,0,0,0,0
1960,-0.4848106982730888,-0.8769341163215539,0.0957441091262783,-0.3327952806930549,0,0,0,1,0
2530,-0.851086201165638,-0.8769341163215539,-0.8544903781995579,0.7714540013952955,0,0,0,0,1
4167,0.6140158104045588,1.2897915940941798,0.26542883900589187,-0.4708264409540987,0,0,0,0,1
3538,-0.11853519538053964,0.20642873888631294,-0.4472470264884856,0.21932936035112033,0,0,0,0,1
237,0.32099540809051946,0.20642873888631294,1.1477894343798822,-1.022951081998274,0,1,0,0,0
3773,0.9070362127185984,1.2897915940941798,1.24960027230765,-1.1609822422593177,0,0,0,0,1
5349,-0.338300497116069,-0.8769341163215539,0.33330273095773705,-0.4708264409540987,0,0,0,1,0
1133,0.32099540809051946,0.20642873888631294,0.3672396769336596,-0.6088576012151425,0,0,0,1,0
2880,-0.11853519538053964,0.20642873888631294,0.3672396769336596,-0.6088576012151425,0,0,0,0,1
1805,-0.851086201165638,-0.8769341163215539,-0.718742594295867,0.6334228411342517,0,0,0,0,1
4688,-1.2173617040581872,-0.8769341163215539,-1.295670675886553,1.5996409629615584,0,0,0,0,1
163,0.32099540809051946,0.20642873888631294,0.4351135688855054,-0.6088576012151425,0,0,0,1,0
4397,-0.11853519538053964,0.20642873888631294,0.23149189302996867,-0.4708264409540987,0,0,0,0,1
5397,-0.338300497116069,0.20642873888631294,0.26542883900589187,-0.4708264409540987,0,0,0,1,0
5342,-1.2173617040581872,-0.8769341163215539,-1.193859837958785,1.4616098027005147,0,0,0,1,0
4183,-0.851086201165638,-0.8769341163215539,-0.8884273241754804,0.9094851616563394,0,0,0,0,1
4252,-0.851086201165638,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,0,1
4078,0.24774030751200957,0.20642873888631294,-1.0241751080791714,1.047516321917383,0,0,0,0,1
265,-0.851086201165638,-0.8769341163215539,-0.9902381621032489,1.047516321917383,0,0,0,1,0
2001,-1.290616804636697,-0.8769341163215539,-1.0241751080791714,1.047516321917383,0,0,0,1,0
1811,-0.11853519538053964,0.20642873888631294,0.23149189302996867,-0.4708264409540987,0,0,0,0,1
3277,-0.5580657988515988,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,1,0
2978,0.32099540809051946,0.20642873888631294,1.2156633263317274,-1.1609822422593177,0,1,0,0,0
4162,-0.11853519538053964,0.20642873888631294,0.6726721907169642,-0.7468887614761863,0,0,0,0,1
2906,-1.290616804636697,-0.8769341163215539,-1.0581120540550941,1.185547482178427,0,0,0,1,0
4011,-0.851086201165638,-0.8769341163215539,-0.6508687023440217,0.49539168087320795,0,0,0,1,0
1428,-0.4848106982730888,0.20642873888631294,-0.4811839724644082,0.21932936035112033,0,0,0,0,1
398,0.24774030751200957,0.20642873888631294,-0.14181451270518106,-0.056732960170967274,0,0,0,1,0
3560,-0.4848106982730888,-0.8769341163215539,-0.3793731345366398,0.21932936035112033,0,0,0,0,1
947,-0.851086201165638,-0.8769341163215539,-0.3793731345366398,0.08129820009007653,0,0,0,0,1
3078,0.24774030751200957,0.20642873888631294,0.0957441091262783,-0.3327952806930549,0,0,0,1,0
3138,0.4675056092475389,0.20642873888631294,0.3672396769336596,-0.6088576012151425,0,0,0,1,0
5057,-0.11853519538053964,0.20642873888631294,-0.17575145868110364,-0.056732960170967274,0,0,0,0,1
5271,0.9070362127185984,1.2897915940941798,0.9441677585243461,-1.022951081998274,0,0,0,0,1
5427,0.32099540809051946,0.20642873888631294,0.12968105510220088,-0.3327952806930549,0,0,0,1,0
3229,-0.11853519538053964,0.20642873888631294,-0.04000367477741267,-0.19476412043201108,0,0,0,0,1
5041,-0.11853519538053964,0.20642873888631294,-0.10787756672925845,-0.19476412043201108,0,0,0,0,1
1452,0.3942505086690294,0.20642873888631294,0.3672396769336596,-0.6088576012151425,0,0,0,1,0
593,-0.4848106982730888,-0.8769341163215539,-1.2617337299106306,1.5996409629615584,0,0,0,1,0
2725,1.8593525202392263,1.2897915940941798,1.4871588941391094,-1.2990134025203615,0,0,0,1,0
41,0.7605260115615785,1.2897915940941798,1.2156633263317274,-1.1609822422593177,0,0,0,0,1
560,1.3465668161896571,1.2897915940941798,0.12968105510220088,-0.3327952806930549,0,0,0,0,1
4567,-0.6313208994301086,-0.8769341163215539,0.12968105510220088,-0.3327952806930549,0,0,0,1,0
3733,-0.11853519538053964,0.20642873888631294,-0.24362535063294882,-0.056732960170967274,0,0,0,0,1
3879,-0.338300497116069,0.20642873888631294,0.33330273095773705,-0.4708264409540987,0,0,0,1,0
243,0.32099540809051946,0.20642873888631294,-0.24362535063294882,-0.056732960170967274,0,0,0,1,0
3172,1.5663321179251866,1.2897915940941798,0.6726721907169642,-0.7468887614761863,0,0,0,1,0
1339,0.24774030751200957,0.20642873888631294,-0.3114992425847946,0.08129820009007653,0,0,0,0,1
3535,-0.11853519538053964,0.20642873888631294,-0.3114992425847946,0.08129820009007653,0,0,0,0,1
3765,-0.11853519538053964,0.20642873888631294,0.5708613527891958,-0.7468887614761863,0,0,0,0,1
405,-0.851086201165638,-0.8769341163215539,-0.8544903781995579,0.7714540013952955,0,0,0,1,0
1442,0.24774030751200957,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
261,0.32099540809051946,0.20642873888631294,0.0618071631503551,-0.3327952806930549,0,0,0,1,0
3516,0.24774030751200957,0.20642873888631294,-0.10787756672925845,-0.19476412043201108,0,0,0,1,0
5171,-0.9975964023226577,-0.8769341163215539,-0.4811839724644082,0.21932936035112033,0,0,0,1,0
1689,-0.4848106982730888,-0.8769341163215539,-0.5151209184403308,0.35736052061216417,0,0,0,1,0
1725,-0.9975964023226577,-0.8769341163215539,-0.9563012161273262,0.9094851616563394,0,0,0,1,0
1203,-1.1441066034796774,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,1,0
834,-0.851086201165638,-0.8769341163215539,-0.6169317563680992,0.49539168087320795,0,0,0,1,0
1866,0.9070362127185984,1.2897915940941798,0.3672396769336596,-0.6088576012151425,0,0,0,0,1
2496,1.1268015144541277,1.2897915940941798,0.23149189302996867,-0.4708264409540987,0,0,0,0,1
3016,0.32099540809051946,0.20642873888631294,-0.24362535063294882,-0.056732960170967274,0,0,0,1,0
4304,-0.851086201165638,-0.8769341163215539,-0.5829948103921759,0.35736052061216417,0,0,0,0,1
2010,-0.9975964023226577,-0.8769341163215539,-1.0241751080791714,1.047516321917383,0,0,0,1,0
4664,1.5663321179251866,1.2897915940941798,0.8084199746206552,-0.8849199217372301,0,0,0,1,0
340,-0.851086201165638,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,1,0
3809,0.32099540809051946,0.20642873888631294,-0.20968840465702623,-0.056732960170967274,0,0,0,1,0
1601,0.17448520693349964,0.20642873888631294,-0.10787756672925845,-0.19476412043201108,0,0,0,0,1
2796,-0.851086201165638,-0.8769341163215539,-0.7866164862477127,0.6334228411342517,0,0,0,0,1
3830,-1.1441066034796774,-0.8769341163215539,-1.2277967839347077,1.4616098027005147,1,0,0,0,0
5326,0.32099540809051946,0.20642873888631294,0.12968105510220088,-0.3327952806930549,0,0,0,1,0
480,-0.5580657988515988,-0.8769341163215539,0.027870217174432513,-0.3327952806930549,0,0,0,1,0
3590,-0.851086201165638,-0.8769341163215539,-1.193859837958785,1.4616098027005147,0,0,0,1,0
2785,-0.851086201165638,-0.8769341163215539,-0.277562296608872,0.08129820009007653,0,0,0,0,1
1523,-1.1441066034796774,-0.8769341163215539,-0.7866164862477127,0.6334228411342517,0,0,0,0,1
4222,-0.11853519538053964,0.20642873888631294,0.027870217174432513,-0.3327952806930549,0,0,0,0,1
5033,-0.11853519538053964,0.20642873888631294,-0.14181451270518106,-0.056732960170967274,0,0,0,0,1
5570,-1.2173617040581872,-1.4186155439254873,-1.193859837958785,1.4616098027005147,0,0,0,0,1
5663,-0.851086201165638,-0.8769341163215539,-0.4811839724644082,0.21932936035112033,0,0,0,0,1
799,0.32099540809051946,0.20642873888631294,1.9622761378020275,-1.4370445627814052,0,1,0,0,0
1766,-0.5580657988515988,-0.8769341163215539,-0.9902381621032489,1.047516321917383,0,0,0,0,1
5072,-0.851086201165638,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,0,1
4084,-0.851086201165638,-0.8769341163215539,-0.4472470264884856,0.21932936035112033,0,0,0,0,1
2453,-0.4848106982730888,-0.8769341163215539,-1.0241751080791714,1.047516321917383,0,0,0,1,0
3669,-0.851086201165638,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,1,0
4480,-1.1441066034796774,-0.8769341163215539,-1.2277967839347077,1.4616098027005147,1,0,0,0,0
4591,0.24774030751200957,0.20642873888631294,0.5369244068132732,-0.7468887614761863,0,0,0,1,0
5307,-0.851086201165638,-0.8769341163215539,-0.6508687023440217,0.49539168087320795,0,0,0,0,1
363,1.5663321179251866,1.2897915940941798,1.656843624018723,-1.2990134025203615,0,0,0,1,0
1271,1.5663321179251866,1.2897915940941798,0.6726721907169642,-0.7468887614761863,0,0,0,1,0
3922,1.3465668161896571,1.2897915940941798,0.6726721907169642,-0.7468887614761863,0,0,0,1,0
5102,1.8593525202392263,1.2897915940941798,0.8762938665725003,-0.8849199217372301,0,0,0,1,0
3941,-0.6313208994301086,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,1,0
5319,-0.851086201165638,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,0,1
4687,-1.2173617040581872,-0.8769341163215539,-1.2617337299106306,1.5996409629615584,0,0,0,0,1
347,1.3465668161896571,1.2897915940941798,0.5708613527891958,-0.7468887614761863,0,0,0,1,0
3779,-0.11853519538053964,0.20642873888631294,-0.5829948103921759,0.35736052061216417,1,0,0,0,0
4520,0.32099540809051946,0.20642873888631294,-0.04000367477741267,-0.19476412043201108,0,0,0,1,0
5238,-0.851086201165638,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,0,1
2562,-0.4848106982730888,-0.8769341163215539,-1.1259859460069395,1.3235786424394709,0,0,0,1,0
3027,0.32099540809051946,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,1,0
5199,0.24774030751200957,0.20642873888631294,-0.24362535063294882,-0.056732960170967274,0,0,0,0,1
1423,0.24774030751200957,0.20642873888631294,-0.4811839724644082,0.21932936035112033,0,0,0,1,0
656,2.0791178219747555,1.2897915940941798,1.0799155424280364,-1.022951081998274,0,0,0,0,1
4082,0.24774030751200957,0.20642873888631294,-0.6508687023440217,0.49539168087320795,0,0,0,0,1
5224,-0.11853519538053964,0.20642873888631294,-0.07394062075333527,-0.19476412043201108,0,0,0,0,1
2102,-0.4848106982730888,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,1,0
632,0.24774030751200957,0.20642873888631294,-0.277562296608872,0.08129820009007653,0,0,0,0,1
5395,1.3465668161896571,1.2897915940941798,0.6726721907169642,-0.7468887614761863,0,0,0,1,0
2493,-0.11853519538053964,0.20642873888631294,-0.07394062075333527,-0.19476412043201108,0,0,0,0,1
2665,-0.5580657988515988,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,1,0
4098,0.4675056092475389,1.2897915940941798,0.9102308125484229,-0.8849199217372301,0,0,0,0,1
4387,-0.11853519538053964,0.20642873888631294,-0.4133100805125624,0.21932936035112033,0,0,0,0,1
4618,0.24774030751200957,0.20642873888631294,1.4192850021872636,-1.1609822422593177,0,1,0,0,0
3946,1.3465668161896571,1.2897915940941798,0.604798298765119,-0.7468887614761863,0,0,0,1,0
3945,1.3465668161896571,1.2897915940941798,0.5029874608373506,-0.6088576012151425,0,0,0,1,0
4936,-0.851086201165638,-0.8769341163215539,-0.10787756672925845,-0.19476412043201108,0,0,0,0,1
2500,1.1268015144541277,1.2897915940941798,1.521095840115032,-1.2990134025203615,0,0,0,0,1
1465,-0.851086201165638,-0.8769341163215539,-1.3635445678383986,1.7376721232226022,0,0,0,1,0
5081,-0.11853519538053964,0.20642873888631294,-0.04000367477741267,-0.19476412043201108,0,0,0,0,1
4582,-0.338300497116069,0.20642873888631294,0.12968105510220088,-0.3327952806930549,0,0,0,1,0
115,-0.11853519538053964,0.20642873888631294,0.29936578498181443,-0.4708264409540987,0,0,0,0,1
1821,-0.851086201165638,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,0,1
1494,-0.11853519538053964,0.20642873888631294,0.33330273095773705,-0.4708264409540987,1,0,0,0,0
2401,0.24774030751200957,0.20642873888631294,0.027870217174432513,-0.3327952806930549,0,0,0,0,1
1232,-0.851086201165638,-0.8769341163215539,-1.092049000031017,1.185547482178427,0,0,0,1,0
2661,0.32099540809051946,0.20642873888631294,0.5369244068132732,-0.7468887614761863,0,0,0,1,0
2817,-0.851086201165638,-0.8769341163215539,-0.17575145868110364,-0.056732960170967274,0,0,0,0,1
3652,-0.9975964023226577,-0.8769341163215539,-0.9223642701514031,0.9094851616563394,0,0,0,1,0
5181,-0.851086201165638,-0.8769341163215539,-0.5151209184403308,0.35736052061216417,0,0,0,1,0
1153,-1.290616804636697,-0.8769341163215539,-1.0241751080791714,1.047516321917383,0,0,0,1,0
4501,1.5663321179251866,1.2897915940941798,0.8423569205965777,-0.8849199217372301,0,0,0,1,0
5038,-0.11853519538053964,0.20642873888631294,-0.17575145868110364,-0.056732960170967274,0,0,0,0,1
57,-0.851086201165638,-0.8769341163215539,-0.24362535063294882,-0.056732960170967274,0,0,0,0,1
4528,2.2256280231317755,1.2897915940941798,1.181726380355805,-1.1609822422593177,0,0,0,0,1
4083,1.8593525202392263,1.2897915940941798,1.6229066780428003,-1.2990134025203615,0,0,0,0,1
4848,1.1268015144541277,1.2897915940941798,1.3514111102354185,-1.1609822422593177,0,0,0,0,1
5608,0.32099540809051946,0.20642873888631294,-0.20968840465702623,-0.056732960170967274,0,0,0,1,0
1735,-0.851086201165638,-0.8769341163215539,-0.718742594295867,0.6334228411342517,0,0,0,0,1
5108,-0.5580657988515988,-0.8769341163215539,-0.20968840465702623,-0.056732960170967274,0,0,0,1,0
2823,-0.11853519538053964,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
2196,0.32099540809051946,0.20642873888631294,0.3672396769336596,-0.6088576012151425,0,0,0,1,0
159,2.2256280231317755,1.2897915940941798,1.8944022458501824,-1.4370445627814052,0,0,0,0,1
2475,0.6140158104045588,1.2897915940941798,0.604798298765119,-0.7468887614761863,0,0,0,0,1
2564,-0.4848106982730888,-0.8769341163215539,0.0957441091262783,-0.3327952806930549,0,0,0,1,0
4024,-0.11853519538053964,0.20642873888631294,-0.07394062075333527,-0.19476412043201108,0,0,0,0,1
5493,-0.11853519538053964,0.20642873888631294,0.26542883900589187,-0.4708264409540987,0,0,0,0,1
2608,0.4675056092475389,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,0,1
4381,-0.11853519538053964,0.20642873888631294,-0.4472470264884856,0.21932936035112033,0,0,0,0,1
707,-1.4371270057937169,-1.4186155439254873,-1.5671662436939346,2.2897967642667774,0,0,0,1,0
3046,-1.290616804636697,-0.8769341163215539,-1.0241751080791714,1.047516321917383,0,0,0,1,0
4839,-0.6313208994301086,-0.8769341163215539,0.1636180010781235,-0.3327952806930549,0,0,0,1,0
1093,-0.4848106982730888,-0.8769341163215539,-0.5829948103921759,0.35736052061216417,0,0,0,1,0
4325,-0.19179029595904953,0.20642873888631294,0.469050514861428,-0.6088576012151425,0,0,0,0,1
1376,-0.5580657988515988,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,1,0
5572,-1.2173617040581872,-1.4186155439254873,-0.8544903781995579,0.7714540013952955,0,0,0,0,1
72,-0.11853519538053964,0.20642873888631294,-0.3793731345366398,0.21932936035112033,0,0,0,0,1
1922,-0.851086201165638,-0.8769341163215539,-0.10787756672925845,-0.19476412043201108,0,0,0,0,1
4041,-0.5580657988515988,-0.8769341163215539,1.0120416504761913,-1.022951081998274,0,1,0,0,0
1764,-0.851086201165638,-0.8769341163215539,-0.7526795402717895,0.6334228411342517,0,0,0,1,0
743,-1.1441066034796774,-0.8769341163215539,-1.1259859460069395,1.3235786424394709,0,0,0,1,0
3658,-0.9975964023226577,-0.8769341163215539,-0.7866164862477127,0.6334228411342517,0,0,0,1,0
1005,-0.11853519538053964,0.20642873888631294,-0.24362535063294882,-0.056732960170967274,0,0,0,0,1
2668,-0.9975964023226577,-0.8769341163215539,-1.2277967839347077,1.4616098027005147,0,0,0,1,0
1190,-1.290616804636697,-0.8769341163215539,-0.8205534322236353,0.7714540013952955,0,0,0,1,0
4577,0.24774030751200957,0.20642873888631294,0.469050514861428,-0.6088576012151425,0,0,0,1,0
2601,0.17448520693349964,0.20642873888631294,-0.277562296608872,0.08129820009007653,0,0,0,0,1
1125,2.2256280231317755,1.2897915940941798,1.1138524884039596,-1.022951081998274,0,0,0,0,1
1241,-0.6313208994301086,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,1,0
3624,-0.4848106982730888,-0.8769341163215539,-0.5151209184403308,0.35736052061216417,0,0,0,1,0
4675,-1.2173617040581872,-0.8769341163215539,-1.1599228919828624,1.3235786424394709,0,0,0,1,0
5346,0.8337811121400881,0.20642873888631294,0.8423569205965777,-0.8849199217372301,0,0,0,1,0
3351,-0.338300497116069,0.20642873888631294,0.33330273095773705,-0.4708264409540987,0,0,0,1,0
998,-0.851086201165638,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,0,1
4216,-0.851086201165638,-0.8769341163215539,-0.8884273241754804,0.9094851616563394,0,0,0,1,0
3619,0.24774030751200957,0.20642873888631294,-0.14181451270518106,-0.056732960170967274,0,0,0,1,0
2684,-0.4848106982730888,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,1,0
4913,0.6140158104045588,1.2897915940941798,0.7066091366928867,-0.7468887614761863,0,0,0,0,1
1577,-1.1441066034796774,-0.8769341163215539,-0.9563012161273262,0.9094851616563394,0,0,0,1,0
5433,-0.338300497116069,-0.8769341163215539,0.23149189302996867,-0.4708264409540987,0,0,0,1,0
1826,-0.851086201165638,-0.8769341163215539,-0.7526795402717895,0.6334228411342517,0,0,0,0,1
1343,1.786097419660716,1.2897915940941798,1.24960027230765,-1.1609822422593177,0,0,0,0,1
5657,-0.851086201165638,-0.8769341163215539,-0.8544903781995579,0.7714540013952955,0,0,0,1,0
4368,-0.11853519538053964,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
4681,-0.851086201165638,-0.8769341163215539,-1.193859837958785,1.4616098027005147,0,0,0,1,0
440,0.24774030751200957,0.20642873888631294,-0.14181451270518106,-0.056732960170967274,0,0,0,0,1
5614,-0.851086201165638,-0.8769341163215539,-0.3793731345366398,0.21932936035112033,0,0,0,0,1
1100,0.32099540809051946,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,1,0
2637,0.4675056092475389,0.20642873888631294,0.26542883900589187,-0.4708264409540987,0,0,0,0,1
3898,0.10123010635498975,0.20642873888631294,0.0618071631503551,-0.3327952806930549,0,0,0,1,0
649,1.1268015144541277,1.2897915940941798,1.0799155424280364,-1.022951081998274,0,0,0,0,1
1546,-1.1441066034796774,-0.8769341163215539,-0.9902381621032489,1.047516321917383,0,0,0,0,1
3231,-0.851086201165638,-0.8769341163215539,-0.34543618856071723,0.08129820009007653,0,0,0,0,1
4245,-0.19179029595904953,0.20642873888631294,-0.3114992425847946,0.08129820009007653,0,0,0,0,1
4307,-0.851086201165638,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,0,1
4813,1.3465668161896571,1.2897915940941798,0.6726721907169642,-0.7468887614761863,0,0,0,0,1
4030,-0.11853519538053964,0.20642873888631294,0.0957441091262783,-0.3327952806930549,0,0,0,0,1
3503,0.4675056092475389,0.20642873888631294,0.604798298765119,-0.7468887614761863,0,0,0,0,1
5321,0.32099540809051946,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,1,0
4882,-0.11853519538053964,0.20642873888631294,0.0618071631503551,-0.3327952806930549,0,0,0,0,1
630,0.24774030751200957,0.20642873888631294,-0.17575145868110364,-0.056732960170967274,0,0,0,0,1
672,-1.1441066034796774,-0.8769341163215539,-1.092049000031017,1.185547482178427,0,0,0,0,1
1249,0.24774030751200957,0.20642873888631294,1.24960027230765,-1.1609822422593177,0,0,0,1,0
3670,-0.851086201165638,-0.8769341163215539,-0.7866164862477127,0.6334228411342517,0,0,0,0,1
482,-0.11853519538053964,0.20642873888631294,-0.3793731345366398,0.21932936035112033,1,0,0,0,0
1584,-0.851086201165638,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,1,0
3917,0.10123010635498975,0.20642873888631294,0.469050514861428,-0.6088576012151425,0,0,0,1,0
5242,-0.851086201165638,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,0,1
4661,-1.2173617040581872,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,1,0
1462,0.3942505086690294,0.20642873888631294,0.5708613527891958,-0.7468887614761863,0,0,0,1,0
3040,0.32099540809051946,0.20642873888631294,1.826528353898336,-1.4370445627814052,0,1,0,0,0
4546,-0.5580657988515988,-0.8769341163215539,0.027870217174432513,-0.3327952806930549,0,0,0,1,0
4359,-0.851086201165638,-0.8769341163215539,-0.7526795402717895,0.6334228411342517,0,0,0,0,1
5646,-0.4848106982730888,-0.8769341163215539,-0.9563012161273262,0.9094851616563394,0,0,0,1,0
3273,-0.5580657988515988,-0.8769341163215539,-0.3114992425847946,0.08129820009007653,0,0,0,1,0
3238,0.3942505086690294,0.20642873888631294,0.29936578498181443,-0.4708264409540987,0,0,0,0,1
3131,0.24774030751200957,0.20642873888631294,1.3514111102354185,-1.1609822422593177,0,1,0,0,0
2578,0.24774030751200957,0.20642873888631294,-0.3793731345366398,0.21932936035112033,0,0,0,1,0
4470,2.2256280231317755,1.2897915940941798,1.5550327860909545,-1.2990134025203615,0,0,0,0,1
49,-0.11853519538053964,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,0,1
5076,-0.4848106982730888,-0.8769341163215539,-0.3793731345366398,0.21932936035112033,0,0,0,0,1
3896,0.10123010635498975,0.20642873888631294,1.3174741642594958,-1.1609822422593177,0,1,0,0,0
858,-0.4848106982730888,-0.8769341163215539,-0.5151209184403308,0.35736052061216417,0,0,0,1,0
3225,-1.1441066034796774,-0.8769341163215539,-0.9563012161273262,0.9094851616563394,0,0,0,1,0
1072,0.9070362127185984,1.2897915940941798,0.9441677585243461,-1.022951081998274,0,0,0,0,1
719,0.24774030751200957,0.20642873888631294,-0.5829948103921759,0.35736052061216417,0,0,0,1,0
4023,-0.851086201165638,-0.8769341163215539,-0.6169317563680992,0.49539168087320795,0,0,0,0,1
2631,-0.11853519538053964,0.20642873888631294,-0.4133100805125624,0.21932936035112033,1,0,0,0,0
5527,-0.5580657988515988,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,1,0
1660,-0.851086201165638,-0.8769341163215539,-1.1599228919828624,1.3235786424394709,0,0,0,1,0
1656,-0.4848106982730888,-0.8769341163215539,-0.7866164862477127,0.6334228411342517,0,0,0,1,0
2425,0.3942505086690294,0.20642873888631294,0.5708613527891958,-0.7468887614761863,0,0,0,1,0
4299,-0.851086201165638,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,0,1
4781,-0.5580657988515988,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,1,0
5639,-0.851086201165638,-0.8769341163215539,-1.4653554057661666,2.01373444374469,0,0,0,1,0
4159,-0.851086201165638,-0.8769341163215539,-0.34543618856071723,0.08129820009007653,0,0,0,0,1
3097,-1.1441066034796774,-0.8769341163215539,-0.9563012161273262,0.9094851616563394,0,0,0,1,0
5075,-0.4848106982730888,-0.8769341163215539,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
5555,-0.11853519538053964,0.20642873888631294,0.4011766229095822,-0.6088576012151425,0,0,0,0,1
5671,-0.851086201165638,-0.8769341163215539,-0.3793731345366398,0.21932936035112033,0,0,0,0,1
3189,-1.2173617040581872,-0.8769341163215539,-1.2617337299106306,1.5996409629615584,0,0,0,1,0
2934,0.32099540809051946,0.20642873888631294,0.027870217174432513,-0.3327952806930549,0,0,0,1,0
4671,1.5663321179251866,1.2897915940941798,1.1138524884039596,-1.022951081998274,0,0,0,1,0
3961,-0.4848106982730888,-0.8769341163215539,-0.07394062075333527,-0.19476412043201108,0,0,0,1,0
2606,0.4675056092475389,0.20642873888631294,0.0957441091262783,-0.3327952806930549,0,0,0,0,1
1385,-0.851086201165638,-0.8769341163215539,-0.8544903781995579,0.7714540013952955,0,0,0,1,0
5391,0.10123010635498975,0.20642873888631294,-0.07394062075333527,-0.19476412043201108,0,0,0,1,0
1399,-1.1441066034796774,-0.8769341163215539,-1.1599228919828624,1.3235786424394709,0,0,0,1,0
1195,-0.851086201165638,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,1,0
1408,-1.1441066034796774,-0.8769341163215539,-0.718742594295867,0.6334228411342517,0,0,0,1,0
1845,-0.11853519538053964,0.20642873888631294,-0.3793731345366398,0.21932936035112033,0,0,0,0,1
1798,-0.11853519538053964,0.20642873888631294,-0.8884273241754804,0.9094851616563394,1,0,0,0,0
1475,-0.11853519538053964,0.20642873888631294,-0.3793731345366398,0.21932936035112033,0,0,0,0,1
4103,-0.851086201165638,-0.8769341163215539,-0.7526795402717895,0.6334228411342517,0,0,0,1,0
