,Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Fuel Type_D,Fuel Type_E,Fuel Type_N,Fuel Type_X,Fuel Type_Z
2886,0.9070362127185984,1.2897915940941798,1.24960027230765,-1.1609822422593177,0,0,0,0,1
5522,-1.1441066034796774,-0.8769341163215539,-1.3635445678383986,1.7376721232226022,0,0,0,1,0
4205,-0.4848106982730888,-0.8769341163215539,-1.092049000031017,1.185547482178427,0,0,0,1,0
3011,-0.5580657988515988,-0.8769341163215539,0.23149189302996867,-0.4708264409540987,0,1,0,0,0
5588,0.4675056092475389,0.20642873888631294,0.604798298765119,-0.7468887614761863,0,0,0,0,1
942,-0.851086201165638,-0.8769341163215539,-0.8205534322236353,0.7714540013952955,0,0,0,0,1
2354,0.4675056092475389,0.20642873888631294,0.26542883900589187,-0.4708264409540987,0,0,0,1,0
4504,-1.290616804636697,-0.8769341163215539,-1.295670675886553,1.5996409629615584,0,0,0,1,0
4928,-0.11853519538053964,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,0,1
5290,0.9070362127185984,1.2897915940941798,0.604798298765119,-0.7468887614761863,0,0,0,0,1
1698,0.6140158104045588,0.20642873888631294,0.8084199746206552,-0.8849199217372301,0,0,0,1,0
5341,0.32099540809051946,0.20642873888631294,1.24960027230765,-1.1609822422593177,0,1,0,0,0
4365,-0.11853519538053964,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
3185,-1.2173617040581872,-0.8769341163215539,-1.4992923517420895,2.1517656040057336,0,0,0,1,0
4620,0.24774030751200957,0.20642873888631294,0.469050514861428,-0.6088576012151425,0,0,0,1,0
3908,1.3465668161896571,1.2897915940941798,0.9441677585243461,-1.022951081998274,0,0,0,1,0
985,0.6140158104045588,1.2897915940941798,1.0799155424280364,-1.022951081998274,0,0,0,0,1
4733,-0.851086201165638,-0.8769341163215539,-0.8884273241754804,0.9094851616563394,0,0,0,1,0
2784,-0.851086201165638,-0.8769341163215539,-0.34543618856071723,0.08129820009007653,0,0,0,0,1
3707,-0.851086201165638,-0.8769341163215539,-0.3114992425847946,0.08129820009007653,0,0,0,0,1
5417,-0.851086201165638,-0.8769341163215539,-0.5829948103921759,0.35736052061216417,0,0,0,1,0
981,-0.851086201165638,-0.8769341163215539,-0.277562296608872,0.08129820009007653,0,0,0,0,1
3169,1.5663321179251866,1.2897915940941798,0.6726721907169642,-0.7468887614761863,0,0,0,1,0
5161,-0.851086201165638,-0.8769341163215539,-0.9563012161273262,0.9094851616563394,0,0,0,1,0
4201,-0.5580657988515988,-0.8769341163215539,-0.6508687023440217,0.49539168087320795,0,0,0,1,0
4762,-0.5580657988515988,-0.8769341163215539,-0.5829948103921759,0.35736052061216417,0,0,0,1,0
3740,-0.11853519538053964,0.20642873888631294,-1.092049000031017,1.185547482178427,0,0,0,0,1
4301,-0.851086201165638,-0.8769341163215539,-0.5829948103921759,0.35736052061216417,0,0,0,0,1
3017,1.8593525202392263,1.2897915940941798,0.4351135688855054,-0.6088576012151425,0,0,0,1,0
4498,1.5663321179251866,1.2897915940941798,0.7066091366928867,-0.7468887614761863,0,0,0,1,0
1457,-0.11853519538053964,0.20642873888631294,0.604798298765119,-0.7468887614761863,0,0,0,0,1
1395,-0.5580657988515988,-0.8769341163215539,-0.7866164862477127,0.6334228411342517,0,0,0,1,0
264,0.32099540809051946,0.20642873888631294,0.9781047045002687,-1.022951081998274,0,1,0,0,0
3049,-1.290616804636697,-0.8769341163215539,-1.0581120540550941,1.185547482178427,0,0,0,1,0
2692,-0.851086201165638,-0.8769341163215539,-0.9902381621032489,1.047516321917383,0,0,0,1,0
929,-0.851086201165638,-0.8769341163215539,-0.9223642701514031,0.9094851616563394,0,0,0,0,1
3901,0.24774030751200957,0.20642873888631294,0.4351135688855054,-0.6088576012151425,0,0,0,1,0
2899,0.9070362127185984,1.2897915940941798,0.9102308125484229,-0.8849199217372301,0,0,0,0,1
2400,-0.851086201165638,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,0,1
2178,0.32099540809051946,0.20642873888631294,0.9102308125484229,-0.8849199217372301,0,0,0,1,0
4822,-0.11853519538053964,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,0,1
246,0.32099540809051946,0.20642873888631294,1.9622761378020275,-1.4370445627814052,0,1,0,0,0
1594,0.6140158104045588,0.20642873888631294,1.0799155424280364,-1.022951081998274,0,0,0,1,0
1758,0.027975005776480166,0.20642873888631294,0.1636180010781235,-0.3327952806930549,0,0,0,1,0
5516,0.32099540809051946,0.20642873888631294,0.4011766229095822,-0.6088576012151425,0,0,0,1,0
3571,-0.851086201165638,-0.8769341163215539,-0.14181451270518106,-0.056732960170967274,0,0,0,0,1
923,0.027975005776480166,0.20642873888631294,0.0618071631503551,-0.3327952806930549,0,0,0,1,0
4398,-0.11853519538053964,0.20642873888631294,0.5369244068132732,-0.7468887614761863,0,0,0,0,1
268,-0.851086201165638,-0.8769341163215539,-0.8205534322236353,0.7714540013952955,0,0,0,1,0
669,-1.1441066034796774,-0.8769341163215539,-1.1599228919828624,1.3235786424394709,0,0,0,0,1
3481,-0.851086201165638,-0.8769341163215539,-0.8884273241754804,0.9094851616563394,0,0,0,1,0
1910,-1.290616804636697,-0.8769341163215539,-0.6169317563680992,0.49539168087320795,0,0,0,1,0
4350,-0.11853519538053964,0.20642873888631294,0.1636180010781235,-0.3327952806930549,0,0,0,0,1
1152,-0.9975964023226577,-0.8769341163215539,-1.0241751080791714,1.047516321917383,0,0,0,1,0
5460,-1.2173617040581872,-0.8769341163215539,-1.2277967839347077,1.4616098027005147,0,0,0,0,1
4254,-0.851086201165638,-0.8769341163215539,-0.9902381621032489,1.047516321917383,0,0,0,1,0
2696,0.6140158104045588,0.20642873888631294,0.604798298765119,-0.7468887614761863,0,0,0,1,0
2591,0.17448520693349964,0.20642873888631294,-0.3114992425847946,0.08129820009007653,0,0,0,0,1
5599,-1.1441066034796774,-0.8769341163215539,-1.4653554057661666,2.01373444374469,0,0,0,1,0
1781,-0.9975964023226577,-0.8769341163215539,-0.7866164862477127,0.6334228411342517,0,0,0,1,0
2413,0.24774030751200957,0.20642873888631294,0.027870217174432513,-0.3327952806930549,0,0,0,0,1
2307,0.027975005776480166,0.20642873888631294,-0.3793731345366398,0.21932936035112033,0,0,0,1,0
2760,-0.11853519538053964,0.20642873888631294,-0.4133100805125624,0.21932936035112033,1,0,0,0,0
3799,-0.851086201165638,-0.8769341163215539,-0.5151209184403308,0.35736052061216417,0,0,0,0,1
1915,0.32099540809051946,0.20642873888631294,1.6229066780428003,-1.2990134025203615,0,1,0,0,0
612,0.24774030751200957,0.20642873888631294,1.0120416504761913,-1.022951081998274,0,1,0,0,0
5525,-0.851086201165638,-0.8769341163215539,-1.0581120540550941,1.185547482178427,0,0,0,1,0
2267,-1.1441066034796774,-0.8769341163215539,-0.9223642701514031,0.9094851616563394,0,0,0,1,0
2533,-1.1441066034796774,-0.8769341163215539,-0.8205534322236353,0.7714540013952955,0,0,0,0,1
39,-0.11853519538053964,0.20642873888631294,-0.10787756672925845,-0.19476412043201108,1,0,0,0,0
1898,-0.11853519538053964,0.20642873888631294,0.1636180010781235,-0.3327952806930549,0,0,0,0,1
1649,-0.5580657988515988,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,1,0
5230,-0.851086201165638,-0.8769341163215539,-0.6508687023440217,0.49539168087320795,0,0,0,1,0
258,1.8593525202392263,1.2897915940941798,0.8084199746206552,-0.8849199217372301,0,0,0,1,0
2434,-0.11853519538053964,0.20642873888631294,0.4011766229095822,-0.6088576012151425,0,0,0,0,1
847,-0.9975964023226577,-0.8769341163215539,-0.8544903781995579,0.7714540013952955,0,0,0,1,0
4900,0.6140158104045588,1.2897915940941798,0.7405460826688094,-0.8849199217372301,0,0,0,0,1
4979,-0.851086201165638,-0.8769341163215539,-0.7526795402717895,0.6334228411342517,0,0,0,1,0
3268,0.027975005776480166,0.20642873888631294,0.027870217174432513,-0.3327952806930549,0,0,0,1,0
1233,-0.851086201165638,-0.8769341163215539,-0.14181451270518106,-0.056732960170967274,0,1,0,0,0
1127,-1.290616804636697,-0.8769341163215539,-1.092049000031017,1.185547482178427,0,0,0,1,0
3768,-0.11853519538053964,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,0,1
1967,-1.290616804636697,-0.8769341163215539,-1.431418459790244,2.01373444374469,0,0,0,1,0
558,1.0535464138756174,1.2897915940941798,0.6387352447410416,-0.7468887614761863,0,0,0,0,1
904,-0.851086201165638,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,0,1
2614,0.6140158104045588,0.20642873888631294,1.1138524884039596,-1.022951081998274,0,0,0,0,1
484,0.32099540809051946,0.20642873888631294,1.5550327860909545,-1.2990134025203615,0,1,0,0,0
2211,-0.5580657988515988,-0.8769341163215539,-0.718742594295867,0.6334228411342517,0,0,0,1,0
1320,-0.5580657988515988,-0.8769341163215539,-0.8884273241754804,0.9094851616563394,0,0,0,1,0
3195,-1.2173617040581872,-0.8769341163215539,-1.5332292977180122,2.1517656040057336,0,0,0,1,0
2555,-0.5580657988515988,-0.8769341163215539,-0.4811839724644082,0.21932936035112033,0,0,0,1,0
7,0.3942505086690294,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,0,1
2315,0.027975005776480166,0.20642873888631294,-0.07394062075333527,-0.19476412043201108,0,0,0,1,0
4803,-0.5580657988515988,-0.8769341163215539,-0.6169317563680992,0.49539168087320795,0,0,0,1,0
4141,0.6140158104045588,1.2897915940941798,0.19755494705404608,-0.4708264409540987,0,0,0,0,1
4063,-1.1441066034796774,-0.8769341163215539,-1.193859837958785,1.4616098027005147,0,0,0,1,0
4984,-0.4848106982730888,-0.8769341163215539,-1.2277967839347077,1.4616098027005147,0,0,0,1,0
1450,-0.851086201165638,-0.8769341163215539,-0.3114992425847946,0.08129820009007653,0,0,0,1,0
1201,-1.1441066034796774,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,1,0
2426,-0.338300497116069,0.20642873888631294,0.3672396769336596,-0.6088576012151425,0,0,0,1,0
2648,-0.11853519538053964,0.20642873888631294,0.12968105510220088,-0.3327952806930549,0,0,0,0,1
1814,0.6140158104045588,1.2897915940941798,0.12968105510220088,-0.3327952806930549,0,0,0,0,1
2726,1.0535464138756174,1.2897915940941798,1.385348056211341,-1.1609822422593177,0,0,0,1,0
773,-0.11853519538053964,0.20642873888631294,-0.277562296608872,0.08129820009007653,1,0,0,0,0
2274,-0.11853519538053964,0.20642873888631294,-0.07394062075333527,-0.19476412043201108,0,0,0,0,1
1011,-0.851086201165638,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,0,1
5459,-1.2173617040581872,-0.8769341163215539,-1.092049000031017,1.185547482178427,0,0,0,0,1
3114,-0.6313208994301086,-0.8769341163215539,-0.4811839724644082,0.21932936035112033,0,0,0,1,0
1991,-0.4848106982730888,-0.8769341163215539,-0.8205534322236353,0.7714540013952955,0,0,0,1,0
1277,1.5663321179251866,1.2897915940941798,0.6726721907169642,-0.7468887614761863,0,0,0,1,0
1783,-0.851086201165638,-0.8769341163215539,-0.718742594295867,0.6334228411342517,0,0,0,1,0
3957,0.4675056092475389,0.20642873888631294,0.23149189302996867,-0.4708264409540987,0,0,0,1,0
446,-0.11853519538053964,0.20642873888631294,-0.24362535063294882,-0.056732960170967274,0,0,0,0,1
880,-0.851086201165638,-0.8769341163215539,-0.6508687023440217,0.49539168087320795,0,0,0,0,1
5553,-0.338300497116069,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,1,0
2727,-0.338300497116069,-0.8769341163215539,-0.20968840465702623,-0.056732960170967274,0,0,0,1,0
781,0.17448520693349964,0.20642873888631294,-0.4133100805125624,0.21932936035112033,0,0,0,0,1
2651,1.2000566150326373,1.2897915940941798,0.6387352447410416,-0.7468887614761863,0,0,0,0,1
5508,0.32099540809051946,0.20642873888631294,0.26542883900589187,-0.4708264409540987,0,0,0,1,0
1749,-0.11853519538053964,0.20642873888631294,0.0618071631503551,-0.3327952806930549,0,0,0,1,0
2126,1.3465668161896571,1.2897915940941798,0.9441677585243461,-1.022951081998274,0,0,0,1,0
3543,-0.11853519538053964,0.20642873888631294,-0.20968840465702623,-0.056732960170967274,0,0,0,0,1
3825,-1.290616804636697,-0.8769341163215539,-1.193859837958785,1.4616098027005147,0,0,0,1,0
2423,0.24774030751200957,0.20642873888631294,0.9102308125484229,-0.8849199217372301,0,0,0,1,0
5536,1.3465668161896571,1.2897915940941798,1.385348056211341,-1.1609822422593177,0,0,0,0,1
4888,0.6140158104045588,1.2897915940941798,0.26542883900589187,-0.4708264409540987,0,0,0,0,1
883,-0.4848106982730888,-0.3352526887176205,-0.4811839724644082,0.21932936035112033,0,0,0,1,0
3793,-0.851086201165638,-0.8769341163215539,-0.4811839724644082,0.21932936035112033,0,0,0,0,1
1091,-0.851086201165638,-0.8769341163215539,-0.4472470264884856,0.21932936035112033,0,0,0,0,1
4101,-0.851086201165638,-0.8769341163215539,-1.1599228919828624,1.3235786424394709,0,0,0,1,0
4819,-0.851086201165638,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,0,1
531,-0.851086201165638,-0.8769341163215539,0.29936578498181443,-0.4708264409540987,0,0,0,0,1
4165,-0.851086201165638,-0.8769341163215539,0.12968105510220088,-0.3327952806930549,0,0,0,0,1
2438,1.1268015144541277,1.2897915940941798,1.4192850021872636,-1.1609822422593177,0,0,0,0,1
4597,0.24774030751200957,0.20642873888631294,0.6387352447410416,-0.7468887614761863,0,0,0,1,0
4808,-0.11853519538053964,0.20642873888631294,0.7744830286447325,-0.8849199217372301,0,0,0,0,1
3551,-0.11853519538053964,0.20642873888631294,-0.17575145868110364,-0.056732960170967274,0,0,0,0,1
4641,-0.4848106982730888,-0.8769341163215539,0.12968105510220088,-0.3327952806930549,0,0,0,1,0
2290,1.3465668161896571,1.2897915940941798,0.604798298765119,-0.7468887614761863,0,0,0,0,1
1727,-0.851086201165638,-0.8769341163215539,-1.4653554057661666,2.01373444374469,1,0,0,0,0
610,-0.9975964023226577,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,0,1
570,0.3942505086690294,0.20642873888631294,0.4011766229095822,-0.6088576012151425,0,0,0,1,0
5269,0.9070362127185984,1.2897915940941798,0.23149189302996867,-0.4708264409540987,0,0,0,0,1
4151,-0.851086201165638,-0.8769341163215539,-0.7866164862477127,0.6334228411342517,0,0,0,0,1
343,-0.851086201165638,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,1,0
3824,-1.290616804636697,-0.8769341163215539,-1.2617337299106306,1.5996409629615584,0,0,0,1,0
4001,-1.1441066034796774,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,1,0
434,0.3942505086690294,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
1903,-0.851086201165638,-0.8769341163215539,-0.6508687023440217,0.49539168087320795,0,0,0,0,1
97,-0.11853519538053964,0.20642873888631294,-0.5829948103921759,0.35736052061216417,0,0,0,0,1
4956,-0.851086201165638,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,0,1
2069,-1.290616804636697,-0.8769341163215539,-1.2617337299106306,1.5996409629615584,0,0,0,1,0
1537,-1.1441066034796774,-0.8769341163215539,-0.7866164862477127,0.6334228411342517,0,0,0,0,1
2874,-0.11853519538053964,0.20642873888631294,-0.4811839724644082,0.21932936035112033,0,0,0,0,1
4511,1.5663321179251866,1.2897915940941798,0.8084199746206552,-0.8849199217372301,0,0,0,1,0
3077,-0.338300497116069,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,1,0
1517,-1.2173617040581872,-1.4186155439254873,-1.193859837958785,1.4616098027005147,0,0,0,0,1
965,0.7605260115615785,1.2897915940941798,1.8944022458501824,-1.4370445627814052,0,0,0,0,1
5247,-0.11853519538053964,0.20642873888631294,-0.34543618856071723,0.08129820009007653,0,0,0,0,1
528,-0.5580657988515988,-0.8769341163215539,0.0957441091262783,-0.3327952806930549,0,0,0,1,0
176,2.2256280231317755,1.2897915940941798,0.0618071631503551,-0.3327952806930549,0,0,0,0,1
2470,1.7128423190822064,1.2897915940941798,0.7744830286447325,-0.8849199217372301,0,0,0,0,1
4273,0.24774030751200957,0.20642873888631294,0.5708613527891958,-0.7468887614761863,0,0,0,1,0
3795,-0.851086201165638,-0.8769341163215539,-0.6169317563680992,0.49539168087320795,0,0,0,0,1
4955,-0.851086201165638,-0.8769341163215539,-0.8884273241754804,0.9094851616563394,0,0,0,0,1
572,0.3942505086690294,0.20642873888631294,0.12968105510220088,-0.3327952806930549,0,0,0,1,0
2929,0.32099540809051946,0.20642873888631294,-0.14181451270518106,-0.056732960170967274,0,0,0,1,0
592,-0.4848106982730888,-0.8769341163215539,-1.2277967839347077,1.4616098027005147,0,0,0,1,0
4703,0.24774030751200957,0.20642873888631294,-0.10787756672925845,-0.19476412043201108,0,0,0,1,0
3129,0.3942505086690294,0.20642873888631294,1.385348056211341,-1.1609822422593177,0,0,0,1,0
2374,-1.1441066034796774,-0.8769341163215539,-0.6848056483199443,0.49539168087320795,0,0,0,1,0
5323,-0.851086201165638,-0.8769341163215539,-0.4133100805125624,0.21932936035112033,0,0,0,1,0
4092,0.3942505086690294,0.20642873888631294,0.5029874608373506,-0.6088576012151425,0,0,0,1,0
4628,-0.851086201165638,-0.8769341163215539,0.5029874608373506,-0.6088576012151425,0,1,0,0,0
2208,1.5663321179251866,1.2897915940941798,0.7744830286447325,-0.8849199217372301,0,0,0,1,0
3260,-0.11853519538053964,0.20642873888631294,0.29936578498181443,-0.4708264409540987,0,0,0,0,1
2492,-0.11853519538053964,0.20642873888631294,-0.277562296608872,0.08129820009007653,0,0,0,0,1
3505,-1.1441066034796774,-0.8769341163215539,-1.0241751080791714,1.047516321917383,0,0,0,0,1
383,-0.5580657988515988,-0.8769341163215539,-0.9902381621032489,1.047516321917383,0,0,0,1,0
852,0.24774030751200957,0.20642873888631294,0.0618071631503551,-0.3327952806930549,0,0,0,1,0
1880,-0.11853519538053964,0.20642873888631294,0.19755494705404608,-0.4708264409540987,0,0,0,0,1
370,-0.5580657988515988,-0.8769341163215539,-0.6508687023440217,0.49539168087320795,0,0,0,1,0
3729,-0.851086201165638,-0.8769341163215539,-0.718742594295867,0.6334228411342517,0,0,0,0,1
5669,-0.851086201165638,-0.8769341163215539,-0.3793731345366398,0.21932936035112033,0,0,0,0,1
4890,-0.11853519538053964,0.20642873888631294,-0.10787756672925845,-0.19476412043201108,0,0,0,0,1
1105,2.2256280231317755,1.2897915940941798,1.1138524884039596,-1.022951081998274,0,0,0,0,1
3269,-0.5580657988515988,-0.8769341163215539,-0.04000367477741267,-0.19476412043201108,0,0,0,1,0
2361,-1.1441066034796774,-0.8769341163215539,-1.1259859460069395,1.3235786424394709,0,0,0,1,0
4557,-0.851086201165638,-0.8769341163215539,-0.4811839724644082,0.21932936035112033,0,0,0,1,0
1336,1.786097419660716,1.2897915940941798,0.6387352447410416,-0.7468887614761863,0,0,0,0,1
2189,1.5663321179251866,1.2897915940941798,0.5708613527891958,-0.7468887614761863,0,0,0,1,0
5203,0.6140158104045588,1.2897915940941798,1.0799155424280364,-1.022951081998274,0,0,0,0,1
5110,-0.851086201165638,-0.8769341163215539,-0.9902381621032489,1.047516321917383,0,0,0,1,0
2954,-0.26504539653755943,-0.8769341163215539,0.23149189302996867,-0.4708264409540987,1,0,0,0,0
2246,-0.851086201165638,-0.8769341163215539,-0.8205534322236353,0.7714540013952955,0,0,0,1,0
3724,0.6140158104045588,1.2897915940941798,1.385348056211341,-1.1609822422593177,0,0,0,0,1
5495,-0.851086201165638,-0.8769341163215539,-0.6169317563680992,0.49539168087320795,0,0,0,0,1
1171,0.32099540809051946,0.20642873888631294,-0.10787756672925845,-0.19476412043201108,0,0,0,1,0
4584,-0.11853519538053964,0.20642873888631294,-0.10787756672925845,-0.19476412043201108,1,0,0,0,0
5601,-0.11853519538053964,0.20642873888631294,0.1636180010781235,-0.3327952806930549,0,0,0,0,1
1422,1.3465668161896571,1.2897915940941798,1.24960027230765,-1.1609822422593177,0,0,0,0,1
2686,-0.4848106982730888,-0.8769341163215539,-0.9223642701514031,0.9094851616563394,0,0,0,1,0
3817,-0.26504539653755943,-0.8769341163215539,-0.20968840465702623,-0.056732960170967274,1,0,0,0,0
5214,-0.11853519538053964,0.20642873888631294,-0.14181451270518106,-0.056732960170967274,0,0,0,0,1
4702,0.24774030751200957,0.20642873888631294,0.0957441091262783,-0.3327952806930549,0,0,0,1,0
1464,-0.4848106982730888,-0.8769341163215539,-1.0241751080791714,1.047516321917383,0,0,0,1,0
874,-0.338300497116069,-0.8769341163215539,-0.277562296608872,0.08129820009007653,0,0,0,1,0
2297,-0.11853519538053964,0.20642873888631294,0.6387352447410416,-0.7468887614761863,0,0,0,0,1
2643,0.32099540809051946,0.20642873888631294,0.4351135688855054,-0.6088576012151425,0,0,0,0,1
3927,1.3465668161896571,1.2897915940941798,1.181726380355805,-1.1609822422593177,0,0,0,1,0
4909,0.6140158104045588,1.2897915940941798,0.8423569205965777,-0.8849199217372301,0,0,0,0,1
1251,-0.851086201165638,-0.8769341163215539,-0.6508687023440217,0.49539168087320795,0,0,0,1,0
3237,-0.851086201165638,-0.8769341163215539,-0.5490578644162534,0.35736052061216417,0,0,0,0,1
840,0.24774030751200957,0.20642873888631294,-0.4811839724644082,0.21932936035112033,0,0,0,1,0
3910,-0.338300497116069,0.20642873888631294,0.26542883900589187,-0.4708264409540987,0,0,0,1,0
581,-0.851086201165638,-0.8769341163215539,-0.9563012161273262,0.9094851616563394,0,0,0,1,0
204,1.5663321179251866,1.2897915940941798,0.6726721907169642,-0.7468887614761863,0,0,0,1,0
1641,1.8593525202392263,1.2897915940941798,1.4871588941391094,-1.2990134025203615,0,0,0,1,0
2014,-1.290616804636697,-0.8769341163215539,-1.397481513814321,1.875703283483646,0,0,0,1,0
905,-0.851086201165638,-0.8769341163215539,-0.6169317563680992,0.49539168087320795,0,0,0,0,1
631,0.24774030751200957,0.20642873888631294,-0.20968840465702623,-0.056732960170967274,0,0,0,0,1
3940,-0.338300497116069,0.20642873888631294,0.26542883900589187,-0.4708264409540987,0,0,0,1,0
1974,-1.290616804636697,-0.8769341163215539,-1.1259859460069395,1.3235786424394709,0,0,0,1,0
162,2.2256280231317755,1.2897915940941798,1.826528353898336,-1.4370445627814052,0,0,0,0,1
4040,-0.5580657988515988,-0.8769341163215539,-0.34543618856071723,0.08129820009007653,0,0,0,1,0
3641,-0.9975964023226577,-0.8769341163215539,-0.8544903781995579,0.7714540013952955,0,0,0,1,0
5096,0.32099540809051946,0.20642873888631294,0.027870217174432513,-0.3327952806930549,0,0,0,1,0
3966,0.32099540809051946,0.20642873888631294,0.4011766229095822,-0.6088576012151425,0,0,0,1,0
617,2.2256280231317755,1.2897915940941798,1.385348056211341,-1.1609822422593177,0,0,0,0,1
875,0.24774030751200957,0.20642873888631294,0.0957441091262783,-0.3327952806930549,0,0,0,1,0
1431,0.24774030751200957,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
3770,0.9070362127185984,1.2897915940941798,1.24960027230765,-1.1609822422593177,0,0,0,0,1
547,0.24774030751200957,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
5400,0.10123010635498975,0.20642873888631294,0.23149189302996867,-0.4708264409540987,0,0,0,1,0
5152,1.0535464138756174,1.2897915940941798,1.3174741642594958,-1.1609822422593177,0,0,0,1,0
4775,0.32099540809051946,0.20642873888631294,0.0957441091262783,-0.3327952806930549,0,0,0,1,0
3038,-0.5580657988515988,-0.8769341163215539,0.027870217174432513,-0.3327952806930549,0,0,0,1,0
3383,-0.851086201165638,-0.8769341163215539,-1.193859837958785,1.4616098027005147,0,0,0,1,0
4431,-0.11853519538053964,0.20642873888631294,0.0957441091262783,-0.3327952806930549,0,0,0,0,1
4623,-0.851086201165638,-0.8769341163215539,-0.5829948103921759,0.35736052061216417,0,0,0,1,0
2856,-0.11853519538053964,0.20642873888631294,-0.17575145868110364,-0.056732960170967274,0,0,0,0,1
1861,0.9070362127185984,1.2897915940941798,0.4351135688855054,-0.6088576012151425,0,0,0,0,1
2659,-0.11853519538053964,0.20642873888631294,-0.277562296608872,0.08129820009007653,1,0,0,0,0
5206,-0.851086201165638,-0.8769341163215539,-0.5151209184403308,0.35736052061216417,0,0,0,1,0
640,1.7128423190822064,1.2897915940941798,0.8423569205965777,-0.8849199217372301,0,0,0,0,1
3806,0.32099540809051946,0.20642873888631294,0.0618071631503551,-0.3327952806930549,0,0,0,1,0
5541,-0.851086201165638,-0.8769341163215539,-0.277562296608872,0.08129820009007653,0,0,0,0,1
637,1.7128423190822064,1.2897915940941798,0.6387352447410416,-0.7468887614761863,0,0,0,0,1
4631,-0.851086201165638,-0.8769341163215539,-0.24362535063294882,-0.056732960170967274,0,0,0,0,1
4258,-0.851086201165638,-0.8769341163215539,0.0618071631503551,-0.3327952806930549,0,0,0,0,1
2308,-0.5580657988515988,-0.8769341163215539,-0.34543618856071723,0.08129820009007653,0,0,0,1,0
3805,0.32099540809051946,0.20642873888631294,-0.14181451270518106,-0.056732960170967274,0,0,0,1,0
2096,0.24774030751200957,0.20642873888631294,0.12968105510220088,-0.3327952806930549,0,0,0,1,0
3154,1.5663321179251866,1.2897915940941798,0.7066091366928867,-0.7468887614761863,0,0,0,1,0
3918,0.10123010635498975,0.20642873888631294,0.469050514861428,-0.6088576012151425,0,0,0,1,0
1372,-1.290616804636697,-0.8769341163215539,-0.7526795402717895,0.6334228411342517,0,0,0,1,0
3611,-0.9975964023226577,-0.8769341163215539,-1.193859837958785,1.4616098027005147,0,0,0,1,0
921,0.027975005776480166,0.20642873888631294,-0.277562296608872,0.08129820009007653,0,0,0,1,0
546,0.24774030751200957,0.20642873888631294,-0.20968840465702623,-0.056732960170967274,0,0,0,0,1
1449,0.24774030751200957,0.20642873888631294,0.604798298765119,-0.7468887614761863,0,0,0,1,0
2804,-0.851086201165638,-0.8769341163215539,-0.8205534322236353,0.7714540013952955,0,0,0,0,1
2610,0.4675056092475389,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
1900,0.9070362127185984,1.2897915940941798,1.2156633263317274,-1.1609822422593177,0,0,0,0,1
2757,-0.851086201165638,-0.8769341163215539,0.0618071631503551,-0.3327952806930549,0,0,0,0,1
2028,-0.5580657988515988,-0.8769341163215539,-0.8544903781995579,0.7714540013952955,0,0,0,1,0
2301,-0.11853519538053964,0.20642873888631294,0.29936578498181443,-0.4708264409540987,0,0,0,0,1
1885,0.9070362127185984,1.2897915940941798,1.24960027230765,-1.1609822422593177,0,0,0,0,1
1642,1.8593525202392263,1.2897915940941798,1.0459785964521138,-1.022951081998274,0,0,0,1,0
972,-0.11853519538053964,0.20642873888631294,-0.00606672880149008,-0.19476412043201108,0,0,0,0,1
5452,1.5663321179251866,1.2897915940941798,0.9441677585243461,-1.022951081998274,0,0,0,1,0
2097,-0.851086201165638,-0.8769341163215539,-0.24362535063294882,-0.056732960170967274,0,0,0,1,0
4927,-0.11853519538053964,0.20642873888631294,-0.24362535063294882,-0.056732960170967274,0,0,0,0,1
4326,0.6140158104045588,1.2897915940941798,0.0618071631503551,-0.3327952806930549,0,0,0,0,1
5095,1.8593525202392263,1.2897915940941798,0.469050514861428,-0.6088576012151425,0,0,0,1,0
5632,-0.4848106982730888,-0.8769341163215539,-0.8884273241754804,0.9094851616563394,0,0,0,1,0
